,,Overall NHL Stats,,,,,,,,,Time on Ice,,,,Goals,,,,,Assists,,,,,Points,,,,,,per 60 All Situations,,,per 60 Even-Strength,,,per 60 Power-Play,,,per Game,,,Shots,,Defensive,,Faceoffs,,
Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
548,Parker Kelly,OTT,22,F,41,7,5,12,60,-4,10:34,9:36,0:03,0:54,7,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0.0%,0.969,0.692,1.661,1.066,0.762,1.828,0,0,0,0.171,0.122,0.293,48,14.6%,131,30,0,2,0.00%
549,Andrew Ladd,ARI,36,F,51,7,5,12,47,-20,14:07,11:44,1:36,0:45,4,3,0,0,0,4,1,0,0,0,8,4,0,0,0,33.3%,0.583,0.417,1,0.401,0.401,0.802,2.187,0.729,2.916,0.137,0.098,0.235,57,12.3%,68,33,7,3,70.00%
550,Kevin Rooney,NYR,28,F,61,6,6,12,18,-1,13:51,11:38,0:05,2:07,6,0,0,1,0,6,0,0,1,0,12,0,0,2,0,0.0%,0.426,0.426,0.852,0.507,0.507,1.014,0,0,0,0.098,0.098,0.197,71,8.5%,84,47,181,223,44.80%
551,Matthew Highmore,VAN,25,F,46,5,7,12,14,1,12:41,11:30,0:07,1:03,4,1,0,0,0,7,0,0,1,0,11,1,0,1,0,8.3%,0.514,0.719,1.233,0.454,0.794,1.247,10.286,0,10.286,0.109,0.152,0.261,61,8.2%,41,38,3,5,37.50%
552,MacKenzie Entwistle,CHI,22,F,55,5,7,12,23,-16,10:14,9:31,0:05,0:37,4,0,1,0,0,7,0,0,1,0,11,0,1,1,0,0.0%,0.532,0.745,1.278,0.458,0.801,1.259,0,0,0,0.091,0.127,0.218,34,14.7%,129,22,18,27,40.00%
553,Laurent Dauphin,MTL,26,F,38,4,8,12,25,-10,13:17,11:59,0:10,1:07,4,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0.0%,0.475,0.95,1.425,0.527,1.053,1.58,0,0,0,0.105,0.211,0.316,50,8.0%,31,27,104,143,42.11%
554,Dysin Mayo,ARI,25,D,67,4,8,12,27,-22,20:54,17:54,0:03,2:57,4,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0.0%,0.171,0.343,0.514,0.2,0.4,0.6,0,0,0,0.06,0.119,0.179,76,5.3%,129,133,0,0,0.00%
555,Cody Eakin,BUF,30,F,69,4,8,12,22,-15,13:35,12:15,0:08,1:16,3,1,0,1,0,6,1,1,1,0,9,2,1,2,0,16.7%,0.256,0.512,0.768,0.213,0.426,0.639,6.406,6.406,12.811,0.058,0.116,0.174,74,5.4%,33,29,482,378,56.05%
556,Jani Hakanpää,DAL,29,D,80,4,8,12,43,1,16:12,13:54,0:02,2:16,4,0,0,0,0,7,0,1,1,0,11,0,1,1,0,0.0%,0.185,0.37,0.555,0.216,0.378,0.593,0,0,0,0.05,0.1,0.15,68,5.9%,248,112,0,0,0.00%
557,Tyler Bozak,STL,35,F,50,3,9,12,14,-11,12:09,10:30,0:19,1:19,2,0,1,1,0,7,1,1,1,0,9,1,2,2,0,8.3%,0.296,0.888,1.184,0.228,0.799,1.028,0,3.704,3.704,0.06,0.18,0.24,46,6.5%,20,21,175,212,45.22%
558,Ryan Carpenter,CGY,30,F,67,3,9,12,36,-11,12:34,10:18,0:21,1:55,3,0,0,2,0,8,1,0,3,0,11,1,0,5,0,8.3%,0.214,0.641,0.854,0.261,0.695,0.956,0,2.479,2.479,0.045,0.134,0.179,67,4.5%,136,44,200,188,51.55%
559,Mark Pysyk,BUF,29,D,68,3,9,12,16,-4,17:48,15:43,0:02,2:01,3,0,0,0,0,9,0,0,1,0,12,0,0,1,0,0.0%,0.149,0.446,0.595,0.168,0.505,0.673,0,0,0,0.044,0.132,0.176,64,4.7%,41,85,0,0,0.00%
560,Sebastian Aho,NYI,25,D,36,2,10,12,10,-6,16:27,15:40,0:44,0:02,2,0,0,0,0,8,2,0,0,0,10,2,0,0,0,16.7%,0.203,1.013,1.215,0.213,0.851,1.063,0,4.506,4.506,0.056,0.278,0.333,34,5.9%,32,42,0,0,0.00%
561,Riley Stillman,CHI,23,D,52,2,10,12,36,-8,15:03,13:55,0:01,1:07,2,0,0,1,0,10,0,0,2,0,12,0,0,3,0,0.0%,0.153,0.766,0.919,0.166,0.829,0.995,0,0,0,0.038,0.192,0.231,49,4.1%,122,67,0,0,0.00%
562,Emil Bemström,CBJ,22,F,41,6,5,11,4,-1,10:31,9:25,1:05,0:00,6,0,0,1,0,5,0,0,0,0,11,0,0,1,0,0.0%,0.835,0.695,1.53,0.932,0.776,1.708,0,0,0,0.146,0.122,0.268,62,9.7%,36,6,2,2,50.00%
563,Devin Shore,EDM,27,F,49,5,6,11,10,-4,9:33,8:23,0:01,1:08,4,0,1,0,0,6,0,0,0,0,10,0,1,0,0,0.0%,0.64,0.768,1.409,0.583,0.875,1.458,0,0,0,0.102,0.122,0.224,36,13.9%,67,21,102,112,47.66%
564,Jasper Weatherby,SJS,23,F,50,5,6,11,18,-14,11:14,9:58,1:11,0:05,4,1,0,0,0,5,1,0,2,0,9,2,0,2,0,18.2%,0.534,0.641,1.174,0.481,0.602,1.083,1.01,1.01,2.021,0.1,0.12,0.22,45,11.1%,52,24,173,168,50.73%
565,Michael Pezzetta,MTL,23,F,51,5,6,11,81,-7,7:50,7:43,0:06,0:00,5,0,0,0,0,6,0,0,1,0,11,0,0,1,0,0.0%,0.751,0.901,1.652,0.762,0.914,1.676,0,0,0,0.098,0.118,0.216,49,10.2%,156,8,6,5,54.55%
566,Jason Dickinson,VAN,26,F,62,5,6,11,19,-1,13:03,11:29,0:05,1:28,5,0,0,0,0,6,0,0,3,0,11,0,0,3,0,0.0%,0.371,0.445,0.816,0.421,0.505,0.927,0,0,0,0.081,0.097,0.177,66,7.6%,101,43,123,166,42.56%
567,Logan Brown,STL,23,F,39,4,7,11,8,-3,10:11,9:47,0:22,0:02,4,0,0,0,0,6,1,0,1,0,10,1,0,1,0,9.1%,0.604,1.057,1.661,0.629,0.943,1.572,0,4.162,4.162,0.103,0.179,0.282,34,11.8%,22,13,66,102,39.29%
568,Dean Kukan,CBJ,28,D,41,3,8,11,16,-2,16:17,15:13,0:23,0:41,3,0,0,0,0,8,0,0,1,0,11,0,0,1,0,0.0%,0.269,0.719,0.988,0.289,0.769,1.058,0,0,0,0.073,0.195,0.268,41,7.3%,43,39,0,0,0.00%
569,Braden Schneider,NYR,20,D,43,2,9,11,9,5,15:28,14:52,0:05,0:30,2,0,0,0,0,8,1,0,0,0,10,1,0,0,0,9.1%,0.18,0.811,0.992,0.188,0.75,0.938,0,16.143,16.143,0.047,0.209,0.256,25,8.0%,60,52,0,0,0.00%
570,Nikita Zaitsev,OTT,30,D,62,2,9,11,28,-7,18:59,16:07,0:03,2:48,2,0,0,0,0,7,0,2,1,0,9,0,2,1,0,0.0%,0.102,0.459,0.561,0.12,0.42,0.54,0,0,0,0.032,0.145,0.177,65,3.1%,128,103,0,0,0.00%
571,Danny DeKeyser,DET,31,D,59,0,11,11,26,-8,18:30,16:12,0:04,2:12,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0.0%,0,0.605,0.605,0,0.69,0.69,0,0,0,0,0.186,0.186,57,0.0%,49,102,0,0,0.00%
572,Matthew Benning,NSH,27,D,65,0,11,11,39,-24,16:20,14:06,0:01,2:11,0,0,0,0,0,11,0,0,1,0,11,0,0,1,0,0.0%,0,0.622,0.622,0,0.719,0.719,0,0,0,0,0.169,0.169,61,0.0%,82,67,0,0,0.00%
573,Adam Ruzicka,CGY,22,F,28,5,5,10,8,8,10:13,9:59,0:13,0:00,5,0,0,0,0,5,0,0,2,0,10,0,0,2,0,0.0%,1.048,1.048,2.096,1.072,1.072,2.144,0,0,0,0.179,0.179,0.357,33,15.2%,24,8,103,120,46.19%
574,Vinni Lettieri,ANA,26,F,31,5,5,10,6,-8,12:30,10:50,1:39,0:00,3,2,0,0,0,2,3,0,1,0,5,5,0,1,0,50.0%,0.773,0.773,1.546,0.536,0.357,0.893,2.335,3.502,5.837,0.161,0.161,0.323,50,10.0%,40,17,12,11,52.17%
575,Joe Thornton,FLA,42,F,34,5,5,10,10,-10,11:06,9:46,1:18,0:00,2,3,0,1,0,5,0,0,0,0,7,3,0,1,0,30.0%,0.794,0.794,1.589,0.361,0.902,1.263,4.033,0,4.033,0.147,0.147,0.294,26,19.2%,20,10,77,98,44.00%
576,Quinton Byfield,LAK,19,F,40,5,5,10,20,-7,12:09,11:31,0:33,0:03,5,0,0,1,0,4,1,0,2,0,9,1,0,3,0,10.0%,0.617,0.617,1.234,0.65,0.52,1.171,0,2.679,2.679,0.125,0.125,0.25,39,12.8%,20,11,124,148,45.59%
577,Christian Fischer,ARI,24,F,53,5,5,10,14,-15,13:06,11:15,1:01,0:49,4,1,0,0,0,5,0,0,0,0,9,1,0,0,0,10.0%,0.432,0.432,0.863,0.402,0.503,0.905,1.113,0,1.113,0.094,0.094,0.189,76,6.6%,91,22,76,147,34.08%
578,Travis Hamonic,OTT,31,D,43,4,6,10,14,6,18:50,16:53,0:03,1:54,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0.0%,0.296,0.444,0.74,0.33,0.496,0.826,0,0,0,0.093,0.14,0.233,82,4.9%,73,93,0,0,0.00%
579,Connor Murphy,CHI,28,D,57,4,6,10,47,-14,21:45,19:00,0:03,2:41,4,0,0,1,0,6,0,0,1,0,10,0,0,2,0,0.0%,0.194,0.29,0.484,0.221,0.332,0.554,0,0,0,0.07,0.105,0.175,71,5.6%,130,150,0,0,0.00%
580,Colin White,OTT,24,F,24,3,7,10,4,-11,15:20,12:40,2:38,0:01,1,2,0,1,0,2,5,0,2,0,3,7,0,3,0,70.0%,0.489,1.141,1.63,0.197,0.395,0.592,1.896,4.739,6.635,0.125,0.292,0.417,47,6.4%,28,4,86,91,48.59%
581,Cam York,PHI,20,D,30,3,7,10,6,-14,19:04,16:14,2:17,0:32,2,1,0,0,0,4,3,0,1,0,6,4,0,1,0,40.0%,0.314,0.734,1.048,0.246,0.492,0.739,0.872,2.617,3.489,0.1,0.233,0.333,33,9.1%,20,40,0,0,0.00%
582,Karson Kuhlman,SEA,26,F,44,3,7,10,6,-2,11:54,11:01,0:01,0:51,3,0,0,0,0,7,0,0,2,0,10,0,0,2,0,0.0%,0.344,0.802,1.146,0.371,0.866,1.237,0,0,0,0.068,0.159,0.227,68,4.4%,71,20,0,2,0.00%
583,Jake Walman,DET,25,D,51,3,7,10,10,-3,14:01,13:00,0:25,0:36,3,0,0,0,0,6,1,0,2,0,9,1,0,2,0,10.0%,0.252,0.587,0.839,0.271,0.543,0.814,0,2.819,2.819,0.059,0.137,0.196,87,3.5%,47,58,0,0,0.00%
584,Kale Clague,MTL,23,D,36,2,8,10,20,-10,16:44,14:41,1:41,0:21,2,0,0,0,0,5,3,0,3,1,7,3,0,3,1,30.0%,0.199,0.797,0.996,0.227,0.567,0.794,0,2.961,2.961,0.056,0.222,0.278,26,7.7%,14,23,0,0,0.00%
585,Connor Clifton,BOS,26,D,60,2,8,10,32,-2,16:02,14:48,0:01,1:12,2,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0.0%,0.125,0.499,0.623,0.135,0.541,0.676,0,0,0,0.033,0.133,0.167,80,2.5%,156,62,0,0,0.00%
586,Andy Greene,NYI,39,D,69,2,8,10,10,-13,17:24,15:40,0:01,1:42,2,0,0,0,0,8,0,0,1,0,10,0,0,1,0,0.0%,0.1,0.4,0.499,0.111,0.444,0.555,0,0,0,0.029,0.116,0.145,52,3.9%,39,126,0,0,0.00%
587,Jacob Bryson,BUF,24,D,73,1,9,10,12,-9,18:20,16:37,0:54,0:48,0,1,0,0,0,3,6,0,0,0,3,7,0,0,0,70.0%,0.045,0.403,0.448,0,0.148,0.148,0.912,5.471,6.383,0.014,0.123,0.137,43,2.3%,55,73,0,0,0.00%
588,Mattias Samuelsson,BUF,21,D,42,0,10,10,16,-10,19:59,17:38,0:02,2:17,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0.0%,0,0.714,0.714,0,0.809,0.809,0,0,0,0,0.238,0.238,44,0.0%,100,60,0,0,0.00%
589,Scott Reedy,SJS,22,F,35,7,2,9,10,-8,11:11,9:37,1:33,0:00,4,3,0,2,0,2,0,0,0,0,6,3,0,2,0,33.3%,1.073,0.307,1.379,0.713,0.356,1.069,3.312,0,3.312,0.2,0.057,0.257,33,21.2%,14,26,53,79,40.15%
590,Noah Cates,PHI,22,F,16,5,4,9,4,4,13:14,12:02,0:02,1:09,4,1,0,1,0,4,0,0,0,0,8,1,0,1,0,11.1%,1.416,1.132,2.548,1.245,1.245,2.49,81.818,0,81.818,0.313,0.25,0.563,23,21.7%,21,6,0,7,0.00%
591,Mathieu Perreault,MTL,33,F,25,4,5,9,4,2,11:15,9:51,1:21,0:01,4,0,0,0,0,4,1,0,0,0,8,1,0,0,0,11.1%,0.853,1.066,1.919,0.974,0.974,1.948,0,1.758,1.758,0.16,0.2,0.36,27,14.8%,35,11,36,35,50.70%
592,Klim Kostin,STL,22,F,40,4,5,9,23,-3,9:00,8:58,0:02,0:00,4,0,0,1,0,5,0,0,0,0,9,0,0,1,0,0.0%,0.666,0.832,1.498,0.669,0.836,1.504,0,0,0,0.1,0.125,0.225,31,12.9%,90,9,2,2,50.00%
593,Patrick Brown,PHI,29,F,44,4,5,9,11,-16,12:26,10:39,0:03,1:43,4,0,0,0,0,5,0,0,1,0,9,0,0,1,0,0.0%,0.439,0.548,0.987,0.512,0.64,1.152,0,0,0,0.091,0.114,0.205,51,7.8%,100,36,242,172,58.45%
594,Matthew Beniers,SEA,19,F,10,3,6,9,0,-1,16:56,13:57,2:56,0:02,1,2,0,0,0,4,2,0,0,0,5,4,0,0,0,44.4%,1.063,2.125,3.188,0.43,1.72,2.15,4.075,4.075,8.149,0.3,0.6,0.9,18,16.7%,7,4,39,53,42.39%
595,Alexei Protas,WSH,20,F,33,3,6,9,0,4,11:50,10:50,0:59,0:00,3,0,0,0,0,5,1,0,2,0,8,1,0,2,0,11.1%,0.461,0.922,1.383,0.503,0.839,1.342,0,1.847,1.847,0.091,0.182,0.273,34,8.8%,20,12,56,69,44.80%
596,Lucas Carlsson,FLA,24,D,40,3,6,9,10,3,12:42,12:30,0:04,0:07,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0.0%,0.354,0.708,1.062,0.36,0.72,1.079,0,0,0,0.075,0.15,0.225,41,7.3%,39,29,0,0,0.00%
597,Zack MacEwen,PHI,25,F,75,3,6,9,110,-15,9:39,9:30,0:08,0:00,3,0,0,1,0,6,0,0,0,0,9,0,0,1,0,0.0%,0.248,0.497,0.745,0.252,0.505,0.757,0,0,0,0.04,0.08,0.12,82,3.7%,159,32,16,19,45.71%
598,Kris Russell,EDM,34,D,31,2,7,9,4,7,15:26,13:38,0:02,1:45,2,0,0,1,0,7,0,0,1,0,9,0,0,2,0,0.0%,0.251,0.877,1.128,0.284,0.993,1.276,0,0,0,0.065,0.226,0.29,34,5.9%,33,68,0,0,0.00%
599,Anton Blidh,BOS,26,F,32,2,7,9,24,-3,10:43,9:50,0:00,0:52,2,0,0,0,0,7,0,0,1,0,9,0,0,1,0,0.0%,0.35,1.224,1.573,0.381,1.333,1.713,0,0,0,0.063,0.219,0.281,28,7.1%,82,17,0,3,0.00%
600,Gabriel Carlsson,CBJ,24,D,38,2,7,9,10,6,12:16,11:32,0:01,0:41,2,0,0,0,0,7,0,0,2,0,9,0,0,2,0,0.0%,0.257,0.901,1.158,0.274,0.958,1.231,0,0,0,0.053,0.184,0.237,18,11.1%,27,33,0,0,0.00%
601,Kyle Capobianco,ARI,24,D,45,2,7,9,38,-12,16:00,15:17,0:34,0:08,1,1,0,1,1,6,1,0,1,1,7,2,0,2,2,22.2%,0.167,0.583,0.75,0.087,0.523,0.61,2.341,2.341,4.681,0.044,0.156,0.2,40,5.0%,43,46,0,0,0.00%
602,Callan Foote,TBL,23,D,56,2,7,9,29,6,13:07,12:54,0:01,0:12,2,0,0,0,0,7,0,0,3,0,9,0,0,3,0,0.0%,0.163,0.571,0.735,0.166,0.581,0.747,0,0,0,0.036,0.125,0.161,49,4.1%,83,57,0,0,0.00%
603,Robert Hägg,FLA,26,D,64,1,8,9,35,-9,16:01,14:03,0:01,1:55,1,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0.0%,0.059,0.468,0.527,0.067,0.533,0.6,0,0,0,0.016,0.125,0.141,59,1.7%,138,102,0,0,0.00%
604,Jack Johnson,COL,34,D,74,1,8,9,42,5,16:44,14:40,0:02,2:01,1,0,0,0,0,7,0,1,0,0,8,0,1,0,0,0.0%,0.048,0.387,0.436,0.055,0.387,0.442,0,0,0,0.014,0.108,0.122,57,1.8%,91,68,0,0,0.00%
605,Ryan Dzingel,SJS,29,F,32,5,3,8,35,-5,13:42,12:41,0:39,0:21,5,0,0,1,0,3,0,0,1,0,8,0,0,2,0,0.0%,0.684,0.41,1.094,0.738,0.443,1.181,0,0,0,0.156,0.094,0.25,32,15.6%,20,9,65,88,42.48%
606,Anders Bjork,BUF,25,F,58,5,3,8,10,-14,12:02,11:25,0:02,0:35,5,0,0,0,0,3,0,0,1,0,8,0,0,1,0,0.0%,0.43,0.258,0.687,0.453,0.272,0.725,0,0,0,0.086,0.052,0.138,51,9.8%,11,16,1,4,20.00%
607,Brad Richardson,VAN,36,F,44,4,4,8,35,-1,10:18,9:27,0:03,0:48,4,0,0,1,0,4,0,0,0,0,8,0,0,1,0,0.0%,0.529,0.529,1.058,0.577,0.577,1.154,0,0,0,0.091,0.091,0.182,31,12.9%,59,20,139,100,58.16%
608,Brendan Smith,CAR,32,D,45,4,4,8,36,6,13:55,12:50,0:00,1:04,4,0,0,1,0,4,0,0,1,0,8,0,0,2,0,0.0%,0.383,0.383,0.766,0.415,0.415,0.831,0,0,0,0.089,0.089,0.178,63,6.4%,73,40,0,0,0.00%
609,Antoine Roussel,ARI,32,F,53,4,4,8,59,-16,12:08,10:22,0:02,1:43,4,0,0,1,0,4,0,0,0,0,8,0,0,1,0,0.0%,0.373,0.373,0.746,0.437,0.437,0.873,0,0,0,0.075,0.075,0.151,59,6.8%,74,34,17,22,43.59%
610,Calvin de Haan,CHI,30,D,69,4,4,8,33,-21,18:57,17:16,0:04,1:36,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0.0%,0.183,0.183,0.367,0.201,0.201,0.403,0,0,0,0.058,0.058,0.116,107,3.7%,146,172,0,0,0.00%
611,Fabian Zetterlund,NJD,22,F,14,3,5,8,0,5,13:20,11:47,1:32,0:00,3,0,0,0,0,5,0,0,1,0,8,0,0,1,0,0.0%,0.964,1.606,2.57,1.09,1.816,2.906,0,0,0,0.214,0.357,0.571,36,8.3%,16,7,2,1,66.67%
612,Noel Acciari,FLA,30,F,20,3,5,8,11,2,11:59,10:37,0:09,1:11,3,0,0,1,0,5,0,0,0,0,8,0,0,1,0,0.0%,0.751,1.252,2.003,0.847,1.411,2.258,0,0,0,0.15,0.25,0.4,32,9.4%,48,16,84,82,50.60%
613,Alec Martinez,VGK,34,D,26,3,5,8,4,6,19:32,17:51,0:28,1:12,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0.0%,0.354,0.59,0.945,0.388,0.646,1.034,0,0,0,0.115,0.192,0.308,32,9.4%,26,68,0,0,0.00%
614,Dakota Joshua,STL,25,F,30,3,5,8,16,6,8:29,8:26,0:02,0:00,3,0,0,2,0,5,0,0,1,0,8,0,0,3,0,0.0%,0.706,1.177,1.884,0.711,1.186,1.897,0,0,0,0.1,0.167,0.267,31,9.7%,77,10,40,35,53.33%
615,Zach Bogosian,TBL,31,D,48,3,5,8,53,2,15:21,14:57,0:00,0:24,3,0,0,1,0,5,0,0,1,0,8,0,0,2,0,0.0%,0.244,0.407,0.651,0.251,0.418,0.669,0,0,0,0.063,0.104,0.167,60,5.0%,114,34,0,0,0.00%
616,Kole Lind,SEA,23,F,23,2,6,8,12,-1,11:49,11:42,0:05,0:02,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0.0%,0.441,1.323,1.764,0.446,1.337,1.782,0,0,0,0.087,0.261,0.348,31,6.5%,18,10,6,11,35.29%
617,Jordan Spence,LAK,20,D,24,2,6,8,2,0,19:44,17:28,1:41,0:34,2,0,0,1,0,4,2,0,2,0,6,2,0,3,0,25.0%,0.253,0.76,1.013,0.286,0.572,0.858,0,2.954,2.954,0.083,0.25,0.333,41,4.9%,32,29,0,0,0.00%
618,William Borgen,SEA,25,D,36,2,6,8,28,1,15:17,14:24,0:02,0:50,2,0,0,0,0,6,0,0,1,0,8,0,0,1,0,0.0%,0.218,0.654,0.872,0.231,0.694,0.925,0,0,0,0.056,0.167,0.222,49,4.1%,89,33,0,0,0.00%
619,Will Butcher,BUF,26,D,37,2,6,8,0,-10,16:28,15:39,0:40,0:04,2,0,0,0,0,4,2,0,0,0,6,2,0,0,0,25.0%,0.197,0.59,0.787,0.207,0.414,0.622,0,4.765,4.765,0.054,0.162,0.216,35,5.7%,11,32,0,0,0.00%
620,Jaycob Megna,SJS,29,D,44,2,6,8,16,-1,19:07,17:10,0:02,1:55,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0.0%,0.143,0.428,0.571,0.159,0.477,0.635,0,0,0,0.045,0.136,0.182,40,5.0%,71,92,0,0,0.00%
621,Jordan Oesterle,DET,29,D,45,2,6,8,4,-7,18:17,16:55,0:18,1:03,2,0,0,1,1,6,0,0,0,0,8,0,0,1,1,0.0%,0.146,0.437,0.583,0.158,0.473,0.63,0,0,0,0.044,0.133,0.178,63,3.2%,27,44,0,0,0.00%
622,Michael Anderson,LAK,22,D,57,2,6,8,8,6,20:06,18:05,0:06,1:54,2,0,0,1,0,6,0,0,3,0,8,0,0,4,0,0.0%,0.105,0.314,0.419,0.116,0.349,0.465,0,0,0,0.035,0.105,0.14,58,3.5%,133,69,0,0,0.00%
623,Jordie Benn,MIN,34,D,39,1,7,8,10,1,14:58,14:04,0:02,0:51,1,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0.0%,0.103,0.719,0.822,0.109,0.765,0.874,0,0,0,0.026,0.179,0.205,37,2.7%,51,41,0,0,0.00%
624,Olli Määttä,LAK,27,D,66,1,7,8,10,17,18:16,16:23,0:07,1:46,1,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0.0%,0.05,0.348,0.398,0.055,0.388,0.444,0,0,0,0.015,0.106,0.121,61,1.6%,67,94,0,0,0.00%
625,Alexander Chmelevski,SJS,22,F,19,0,8,8,4,2,13:11,12:26,0:06,0:38,0,0,0,0,0,8,0,0,2,0,8,0,0,2,0,0.0%,0,1.916,1.916,0,2.03,2.03,0,0,0,0,0.421,0.421,31,0.0%,20,4,31,48,39.24%
626,Gavin Bayreuther,CBJ,27,D,43,0,8,8,22,0,13:03,12:34,0:02,0:26,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0.0%,0,0.855,0.855,0,0.887,0.887,0,0,0,0,0.186,0.186,44,0.0%,50,45,0,0,0.00%
627,Tobias Björnfot,LAK,20,D,70,0,8,8,6,-12,16:45,15:36,0:04,1:04,0,0,0,0,0,8,0,0,2,0,8,0,0,2,0,0.0%,0,0.409,0.409,0,0.439,0.439,0,0,0,0,0.114,0.114,53,0.0%,61,58,0,0,0.00%
628,Gabriel Vilardi,LAK,22,F,25,5,2,7,8,-5,13:30,11:41,1:47,0:02,3,2,0,1,0,2,0,0,0,0,5,2,0,1,0,28.6%,0.888,0.355,1.243,0.616,0.41,1.026,2.687,0,2.687,0.2,0.08,0.28,41,12.2%,6,9,60,71,45.80%
629,Brendan Gaunce,CBJ,27,F,30,5,2,7,12,2,8:05,8:05,0:00,0:00,5,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0.0%,1.235,0.494,1.729,1.236,0.494,1.731,0,0,0,0.167,0.067,0.233,44,11.4%,42,9,66,60,52.38%
630,Joseph Snively,WSH,25,F,12,4,3,7,2,3,11:33,11:15,0:18,0:00,3,1,0,0,0,3,0,0,0,0,6,1,0,0,0,14.3%,1.731,1.298,3.028,1.333,1.333,2.666,16.514,0,16.514,0.333,0.25,0.583,21,19.1%,2,3,0,1,0.00%
631,Paul Byron,MTL,32,F,27,4,3,7,2,-8,12:36,10:53,0:17,1:25,4,0,0,2,0,3,0,0,0,0,7,0,0,2,0,0.0%,0.705,0.529,1.235,0.817,0.612,1.429,0,0,0,0.148,0.111,0.259,33,12.1%,66,7,33,36,47.83%
632,Givani Smith,DET,23,F,46,4,3,7,108,-6,8:28,8:28,0:00,0:00,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0.0%,0.616,0.462,1.078,0.616,0.462,1.078,0,0,0,0.087,0.065,0.152,50,8.0%,86,20,1,1,50.00%
633,Henrik Borgström,CHI,24,F,52,4,3,7,22,-14,10:31,9:48,0:38,0:04,4,0,0,0,0,2,1,0,0,0,6,1,0,0,0,14.3%,0.439,0.329,0.768,0.47,0.235,0.706,0,1.805,1.805,0.077,0.058,0.135,41,9.8%,26,19,82,122,40.20%
634,Tyler Johnson,CHI,31,F,26,3,4,7,12,-8,12:58,10:38,2:14,0:05,3,0,0,0,0,2,2,0,0,0,5,2,0,0,0,28.6%,0.534,0.711,1.245,0.651,0.434,1.085,0,2.052,2.052,0.115,0.154,0.269,30,10.0%,37,7,31,20,60.78%
635,Joshua Mahura,ANA,23,D,38,3,4,7,12,-14,14:03,13:49,0:02,0:11,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0.0%,0.337,0.449,0.786,0.343,0.457,0.8,0,0,0,0.079,0.105,0.184,36,8.3%,63,51,0,0,0.00%
636,Julien Gauthier,NYR,24,F,49,3,4,7,8,-9,10:18,9:53,0:25,0:00,3,0,0,1,0,4,0,0,2,0,7,0,0,3,0,0.0%,0.356,0.475,0.832,0.371,0.495,0.867,0,0,0,0.061,0.082,0.143,69,4.4%,98,14,1,2,33.33%
637,Boris Katchouk,CHI,23,F,59,3,4,7,39,-7,9:55,9:16,0:02,0:36,3,0,0,1,0,4,0,0,0,0,7,0,0,1,0,0.0%,0.307,0.41,0.717,0.329,0.438,0.767,0,0,0,0.051,0.068,0.119,58,5.2%,138,20,7,12,36.84%
638,Dylan Gambrell,OTT,25,F,63,3,4,7,12,2,12:08,10:38,0:04,1:24,2,0,1,0,0,4,0,0,1,0,6,0,1,1,0,0.0%,0.235,0.314,0.549,0.179,0.358,0.537,0,0,0,0.048,0.063,0.111,58,5.2%,103,39,295,309,48.84%
639,Matthew Martin,NYI,32,F,71,3,4,7,70,-2,11:26,11:20,0:05,0:01,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0.0%,0.222,0.295,0.517,0.224,0.298,0.522,0,0,0,0.042,0.056,0.099,66,4.6%,235,27,8,11,42.11%
640,Austin Czarnik,SEA,29,F,17,2,5,7,0,5,10:54,10:08,0:37,0:08,2,0,0,0,0,5,0,0,1,0,7,0,0,1,0,0.0%,0.648,1.619,2.267,0.696,1.74,2.436,0,0,0,0.118,0.294,0.412,14,14.3%,3,7,23,36,38.98%
641,Calle Rosén,STL,27,D,18,2,5,7,4,-2,14:19,13:56,0:07,0:16,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0.0%,0.465,1.163,1.629,0.478,1.196,1.674,0,0,0,0.111,0.278,0.389,18,11.1%,6,16,0,0,0.00%
